index	E0000355	E0000361	E0000362	E0000369	E0000376	E0000378	E0000382	E0000393	E0000404	E0000410	E0000416	E0000418	E0000419	E0000420	E0000426	E0000428	E0000432	E0000433	E0000435	E0000442	E0000466	E0000467	E0000471	E0000478	E0000480	E0000482	E0000488	E0000490	E0000495	E0000498	E0000501	E0000502	E0000516	E0000520	E0000521	E0000522	E0000527	E0000531	E0000537	E0000539	E0000540	E0001336	E0001340	E0001346	PV101516	PV101570	PV101581	PV101643	PV101656	PV101894	PV101895	PV101929	PV101945	PV101948	PV101962	PV102349	PV102418	PV102462	PV102474	PV102574	PV102580	PV19497	PV19551	PV19565	PV19588	PV19658	PV19708	PV19755	PV19834	PV19855	PV19856	PV19882	PV19936	PV19942	PV19991	PV20005	PV20541	PV20544	PV20615	PV21638	PV21671	PV21690	PV21772	PV21813	PV21876	PV23791	PV23961	PV24015	PV49580
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Erysipelotrichaceae_noname	0	0.00575	0.00289	0	0.00377	0.09727	0.00199	0.23823	0.03617	0.00643	0.47997	0	0	0	0.00317	0	0.0278	0.00015	0.04934	1.04842	0.13302	0.15801	0.80832	0.08707	0.01154	0.07449	0.04405	0.26666	0.00797	0.91287	0.0115	0.00322	0.01788	0	0	0.00172	0	0	0	0.19662	0.11876	0.01843	0.10404	0.00118	0.00175	0.03029	0.09291	2.26648	0.02149	0.0384	0.12795	0.98929	0.40947	0.00747	0	1.74884	0.02693	0	0.00256	1.25491	6.17524	0.02248	0	2.0558	0.00715	0.00301	0.00051	0.01499	0.20901	0.0391	0.00086	0.00255	0.01032	0.06139	0.09776	0.00732	0.47927	0.0645	0.00329	0.10359	0.21883	0.00179	0	0.00657	0.00486	0.19218	3.78019	0.11681	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Coriobacteriales|f__Coriobacteriaceae|g__Gordonibacter	0	0.00515	0.00056	0	0.04951	0	0	0	0	0.0028	0	0	0	0	0.00993	0	0	0	0.00645	0	0	0.00173	0	0.20355	0	0	0	0	0	0	0	0.04178	0	0	0	0	0.02414	0.02111	0	0	0	0.00725	0	0	0.01215	0.02657	0.00371	0	0.00631	0	0	0	0.00322	0	0	0	0	0	0	0	0	0	0	0	0	0.00366	0	0	0	0	0	0	0	0.00836	0.1628	0	0	0.03425	0.00051	0.0011	0	0	0	0	0	0.00598	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Ruminococcaceae_noname	0	0.00065	0	0.00016	0.00443	0	0.01741	0	0	0	0.0158	0	0	0	0	0	0	0.04704	0	0	0	0.00077	0	0.01043	0	0.01599	0	0	0	0.0579	0	0	0	0	0	0	0	0	0	0.00082	0	0.48676	0.27062	0.18776	0	0	0	0	0	0.01174	0.00848	0	0.93612	0	0.01655	0	0	0	0	0	0	0	0	0	0.01364	0.00079	0	0	0	0	0	0	0	0	0.00232	0.00051	0	0.06478	0	0	0.00023	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Eubacteriaceae|g__Eubacterium|s__Eubacterium_rectale	0	19.47673	0	12.60452	2.9267	13.94533	8.93156	0	0.80069	6.03836	20.58868	17.10659	6.12681	21.91269	2.41303	0.77068	0	4.58217	6.71494	0	2.72973	6.17636	10.13861	0	3.59022	0.15112	0	0	6.0545	4.57938	0	26.77834	0	0.32279	0	22.2039	5.21744	19.20245	1.15653	0	0	15.55955	0	20.29707	0.50045	13.82024	5.26762	0.49022	3.92825	0	4.27868	0	0.17115	3.18412	0.38276	0.32968	0	2.20286	5.99011	4.78679	0	0	3.00679	9.48926	0.40921	0	3.09762	7.17729	2.15285	0	4.44773	0.3025	6.38625	0	1.81574	0	4.60543	0	11.84491	0	9.52342	0	0.57821	1.84417	1.21891	9.15798	11.41563	0	0.70336
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_stercoris	0	14.72651	7.64295	3.75551	10.28473	4.72692	3.0757	0	32.37161	18.30755	0.00888	0	0	0	12.5129	4.46301	0	0.51056	0	0	2.86903	0	4.41705	0.5897	15.30213	1.83105	11.17261	17.97539	5.02786	0.24312	3.66209	4.66613	31.33516	0	1.39571	7.07883	5.26546	0	0.28912	11.75092	0	15.07098	6.08864	0.22669	6.35521	0	13.13794	0.2175	26.03164	0	4.91342	20.08031	2.61844	1.57988	0	1.45376	0	7.49291	0	0.52351	13.36368	0	7.82316	0.46801	0.86936	10.2207	1.8534	0.00389	2.79476	18.61741	0	2.63653	0	5.38704	0.0477	2.27735	0.03549	10.08573	15.15222	0.43082	0.04633	0	0	30.74109	0.36963	0.60863	2.90883	19.07784	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Eubacteriaceae|g__Eubacterium|s__Eubacterium_siraeum	0	5.28286	0	1.96292	0.03715	0	0	0	0	0	0	0	0	0	0	0	0	0.00358	0.32889	0	0	0	0.04559	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.15495	0	0	0	0	0	2.33105	0	0	0	1.17492	0	0	3.7586	0	0	0	0	0	0	0	0	0	0	0	0	0.0307	0	0	0	0.98536	0.19117	0	0	0	0	0	0	0	0	0	0	0	3.39803	0	0	0	0	0	0.01832	0	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacteriales|f__Enterobacteriaceae|g__Enterobacter|s__Enterobacter_cloacae	0	5.03393	0.01373	0.05081	0	0.05858	2.03693	0	0.06674	0	0.00138	0	0	0	0	0	0	2.48229	0	0.02771	0.98958	0.05172	0.19654	0	0	0.34305	0.00209	0	0.12575	0.0268	0	0	0	1.31955	0	0	0	0.12958	0	0	0.06568	0	0	0.00697	0	0	0	0	0	0	0	0	0.00102	0.03932	0	1.11856	0	0	0	0	0.38427	0	0	0	0.02139	0	0	0.2147	0	0	0.00859	0	0.00158	0	0.06172	0	0.07979	0	0	0	0.39259	0	0	0	0	0	0	0.00171	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Coprococcus|s__Coprococcus_eutactus	0	1.98317	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.30358	0	0	0.00978	4.39037	0	0	0	0	0	0	0	0	0	0	0	0	0.01715	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.53282	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacteriales|f__Enterobacteriaceae|g__Morganella|s__Morganella_morganii	0	1.1045	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00191	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Enterococcaceae|g__Enterococcus|s__Enterococcus_faecium	0	0.71623	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.09582	0	0	0	0	0	0	0.01041	0	0	0	0	0.12036	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00624	0	0.00571	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Porphyromonadaceae|g__Odoribacter|s__Odoribacter_splanchnicus	0	0.37053	0	0.51345	0.377	0	3.35277	0	0.23718	1.36068	0.29503	0.65703	0	0	2.0194	0.08047	0	0.10089	0.75243	0	0	0	0.69384	0.38968	0.60583	0.86915	0	1.46925	1.069	0.37795	0.09154	0.85338	0	0	0	0.3213	0.90336	0.58397	0.19719	0.29278	0	0.57504	0.6172	0.08713	0.53343	0.9464	0	0.42221	0	0.6983	0.88394	0.3967	2.02305	0.3879	0.14151	1.41332	0	0.67092	0	0.08931	0	0	2.22216	1.24196	0.20367	1.53006	0.69276	1.05151	2.58717	1.43907	0	1.69331	0	1.41411	1.4417	0.29168	0	0	1.23882	0.10572	0.15501	0	1.21293	0.45139	0.7284	0.10852	0.70342	0.62844	0.84415
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Coriobacteriales|f__Coriobacteriaceae|g__Adlercreutzia|s__Adlercreutzia_equolifaciens	0	0.26466	0	0.00267	0.02451	0.03398	0.0114	0	0	0	0.03734	0.08766	0	0	0.00905	0.00459	0	0.12725	0.06937	0.09793	0	0	0.05107	0.08285	0.05722	0.00019	0	0	0.03535	0	0	0.09674	0	0.00544	0	0.01286	0.06081	0.06031	0.04492	0	0	0.01613	0.00221	0.04454	0.04844	0.13247	0	0.01598	0	0.49806	0.62734	0.12849	0	0.00367	0.03316	0.08202	0	0	0.02267	0.01483	0	0	0	0.00327	0.17673	0	0.00586	0.14054	0	0	0.06057	0.00042	0	0	0	0	0.03053	0	0	0	0.05464	0	0.57354	0	0.02115	0.1771	0	0	0.0178
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Desulfovibrionales|f__Desulfovibrionaceae|g__Desulfovibrio|s__Desulfovibrio_piger	0	0.24638	0	0.01705	0	0	0.66509	0	0	0	0.25646	0	0	0	0	0.13712	0	0	0	0	0	0.30644	0	0.02973	0	0.04652	0	0	0.25087	0.14256	0	0	0	0	0	0	0.50209	0	0	0.19456	0	0	0	0	0	0	0	0.41102	0	0	0.7944	0	1.44029	0.70219	0	0.20914	0	0.25692	0	0.0143	0.03006	0	0	0.274	0.00871	0	0.16169	0	0.26428	0	0	1.15589	0.14669	0	0	0	0.00836	0	0	0.0837	0.10991	0	0.0479	0.03829	0.09136	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Oscillospiraceae|g__Oscillibacter|s__Oscillibacter_unclassified	0	0.23862	0	0.149	0.38913	0.48325	0.44093	0	0	0.98692	0.15537	0.19606	0	0.17235	0.28666	0.03537	0.64612	0.30907	0.76255	0.16777	0.08431	0.5226	0.07883	0.77013	0.28433	0.12343	0.02088	1.4541	0.08904	0.2367	0.01723	0.14523	0	0.03685	0	0.02732	1.10351	0.20056	0.17541	0.63494	0	0.52426	0.63614	0.2709	0.10851	0.20966	0	0.11947	0.84547	0.93146	1.52839	0.49178	0.43545	0.11166	0.03333	0.13311	0	0.19354	0.0933	0.0239	0.00514	0	0.36726	1.0903	0.03585	1.15092	0.08052	0.26814	0.2231	0.33864	0.06998	0.31397	0.95932	0.11753	1.12893	0.91637	0.02144	0	0	0	0.01015	0	0.03354	1.26709	0.03047	0.03551	0.12172	0	0.02739
k__Bacteria|p__Fusobacteria|c__Fusobacteriia|o__Fusobacteriales|f__Fusobacteriaceae|g__Fusobacterium|s__Fusobacterium_ulcerans	0	0.09804	0	0	0	0	0	0	0	0.00382	0	0	0.00771	0.02334	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00117	0	0.00335	0	0	0	0	0	0	0.001	0	0	0	0	0	0	0	0	0.01475	0	0	0	0	0	0	0	0.02214	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00696	0	0	0	0	0	0.00272	0	0	0.01688	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacteriales|f__Enterobacteriaceae|g__Klebsiella|s__Klebsiella_pneumoniae	0	0.08772	1.26702	0.08034	0	0.05214	0.01361	0	0.70208	0	4.78414	5.23337	6.23285	0.0469	0	0	0.03847	6.63552	0.00379	0.68353	0.43726	1.21718	0.02411	0	0.02309	0.71246	0.0023	0	0.0979	0	0.16332	0	0	0.09257	0	0.00631	0.00437	0.72268	0	0	1.63922	0.07308	0.17694	0.00719	0	0	0	0	0	0	0.00954	0.01186	0	0.00459	0	2.02701	0	0.32404	0	0.80099	0.73129	0	0	0	0.42603	0	0	0.11274	1.64559	0.12006	1.68468	0	0	0	0	0.08335	0.18856	0.26316	0.0119	0.15779	0.53289	0	0	0	0.23462	0	0	0.00332	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Coprococcus|s__Coprococcus_catus	0	0.05834	0	0.22365	0	0.22673	0	0	0	0.41536	0.27516	0	0	0	0	0.28777	0	0	0	0	0.17985	0.19282	0.25775	0	0.03567	0.08897	0	0	0.30591	0.03702	0	0	0	0.06046	0	0.11097	0.71215	0.1089	0.02341	0	0	0.20435	0	0	0.19456	0	0	0.08637	0.67072	0	0	0	0.41338	0	0.03756	0.11119	0	0	0	0.08364	0	0	0.03745	0.03443	0.15599	0	0.17814	0.12571	0.08572	0	0	0.00902	0	0	0.32496	0.11526	0	0.00047	0.04651	0	0.09038	0	0.14528	0	0	0.18035	0.05178	0	0.11996
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Anaerotruncus|s__Anaerotruncus_colihominis	0	0.04978	0	0.00275	0.00295	0.04052	0.0263	0	0	0	0.08959	0.01355	0	0	0.00617	0.00091	0	0.00185	0.00832	0	0.00667	0.03364	0.00263	0.15511	0.05556	0.00285	0	0.18766	0.00153	0.02245	0.00102	0.01189	0	0	0	0.01	0.0037	0.00097	0	0	0	0.00154	0.01306	0.03559	0	0.00145	0.26683	0	0.0271	0.00792	0.0215	0	0.08761	0.02629	0	0.00243	0	0.01302	0.00117	0	0	0	0	0.01959	0	0	0.009	0.00081	0	0	0	0	0.01797	0.03912	0.25334	0.01473	0	0.01933	0.00018	0.00165	0	0	0.00799	0.00258	0.00835	0.00259	0.00248	0	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacteriales|f__Enterobacteriaceae|g__Citrobacter|s__Citrobacter_koseri	0	0.03953	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Coriobacteriales|f__Coriobacteriaceae|g__Coriobacteriaceae_noname|s__Coriobacteriaceae_bacterium_phI	0	0.03297	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00356	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.03996	0	0	0.1666	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01647	0	0	0	0	0	0	0.16704	0	0	0	0	0	0	0	0	0	0.01814	0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae|g__Alistipes|s__Alistipes_senegalensis	0	0.0312	0	0.02497	0.00294	0.00339	0.03812	0	0	0	0	0.00089	0	0	0	0.0015	0	0	0.04117	0.01321	0	0.00104	0.00831	0.00471	0	0.00059	0	0.01456	0.0003	0.10267	0	0.05427	0	0	0	0.00685	0.40646	0	0.00285	0	0	0.00166	0.0101	0.00254	0.13435	0	0	0.00376	0	0	0.47388	0	0.01805	0.07497	0	0.17968	0	0.00974	0	0.01156	0.0053	0	0	0.01111	0	0.00632	0.09039	0.01297	0.06504	0	0	0.00053	0	0	0.14008	0.06633	0	0	0	0.06472	0.02955	0	0.00934	0.03154	0.01912	0.02544	0.00624	0.00071	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Lachnospiraceae_noname|s__Lachnospiraceae_bacterium_1_4_56FAA	0	0.03037	0.01115	0	0	0.00013	0.00802	0	0.13531	0.01149	0	0	0	0	0	0	0.06753	0.00091	0.00453	0.01737	0	0.00436	0.00517	0.00684	0	0	0	0.31628	0.02606	0	0	0	0	0	0.00773	0.03203	0	0	0	0.03305	0	0	0	0	0	0.10113	0.13274	0	0	0.12906	0	1.63147	0	0.00541	0.02698	0	0.12034	0	0.09917	0	0.22036	0.13988	0	0	0.01244	0	0.00988	0.01748	0	0	0.02935	0	0.00178	0.43501	0	0.01096	0	0.07315	0.00296	0.05495	0	0	0.21395	0.01064	0	0.03047	0	0	0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae|g__Alistipes|s__Alistipes_indistinctus	0	0.02772	0	0.00511	0.02191	0.01596	0.09503	0	0.00512	0	0	0.00508	0	0.05069	0.02403	0	0	0	0.02028	0.02423	0.00656	0.12366	0.00518	0.00115	0.01921	0	0.08579	0.19598	0.00208	0	0	0.04206	0.00534	0.00483	0	0.01005	0.02136	0	0	0	0	0.04148	0.01103	0.02468	2.16885	0.04612	0.15712	0.61991	0.14669	0	0.22006	0.01221	0	0.00939	0.01327	0	0	0.39736	0	0.00124	0	0	0.00426	0	0	0.07256	0	0.00221	0	0.00466	0	0.78003	0	0.02735	0.54454	0.0642	0	0	0	0	0	0	0	0.06078	0.1151	0	0.14361	0.01142	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacteriales|f__Enterobacteriaceae|g__Proteus|s__Proteus_penneri	0	0.01842	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Lachnospiraceae_noname|s__Lachnospiraceae_bacterium_3_1_46FAA	0	0.01562	0	0.11343	0.00324	0.02552	0.40634	0	0.02237	0	0.04813	0.0303	0	0.00195	0.10355	0.00351	0	0.00104	0.05962	0.02228	0	0.37759	0.00488	0.00705	0	0.09019	0	0.02656	0.58415	0	0	0.02587	0	0.00367	0.02847	0.02971	0.17289	0.01674	0	0	0	0	0	0	0.02575	0	0	0.02876	0.19719	0	0.52491	0.01867	0.01896	0	0.04139	0.00845	0	0.01123	0.07723	0	0.00133	0	0.00043	0.06867	0.09849	0	0.05159	0.1542	0.0037	0	0.00142	0.01597	0.16435	0	0.00931	0.00991	0	0	0.00059	0	0.0346	0	0.01133	0	0	0	0.02003	0.02981	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Lachnospiraceae_noname|s__Lachnospiraceae_bacterium_3_1_57FAA_CT1	0	0.01519	0	0	0.00375	0	0	0	0	0	0	0.00301	0	0	0	0	0	0	0	0	0	0	0	0.24596	0	0	0	0.1194	0	0	0	0.00159	0	0	0.0717	0.00083	0.00258	0	0	0.02822	0	0	0	0	0	0	0.00267	0	0.08508	0	0	0	0.00393	0	0	0.00679	0	0.01166	0	0	0.00677	0	0	0	0	0	0	0	0	0.00386	0	0.03881	0	0.00663	0.25589	0	0	0	0	0	0	0	0	0.00064	0	0.47314	0	0	0
k__Bacteria|p__Verrucomicrobia|c__Verrucomicrobiae|o__Verrucomicrobiales|f__Verrucomicrobiaceae|g__Akkermansia|s__Akkermansia_muciniphila	0	0.01444	0	0	0.00024	0.03821	4.65702	2.2226	0	0	0	0.22836	0	0	0	0	0	0	0.12794	0	0	0	0	8.07908	0	0	3.52799	0	0.06445	0.22859	0	1.77232	0	0	0	0	0.39873	0	0	0	0	0	0	0	0	0	0	0.72481	0	1.57456	2.47745	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01413	0.00907	0.02969	0	0	0	0.39355	0	6.09794	5.90188	0	0.0579	0	2.17996	0	0	0.00553	0.5737	0	0	0.12852	0	0.65341
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacteriales|f__Enterobacteriaceae|g__Citrobacter|s__Citrobacter_freundii	0	0.01215	0.00635	0	0	0.01159	0	0	0.02002	0	0	0	0	0	0	0	0	0.72516	0	0.01393	0	0	0	0	0	0	0	0	0	0.18807	0.00576	0	0	0	0	0	0	0	0	0	0.15489	0	0	0.01016	0	0	0	0	0	0	0	0	0	0.01283	0	0	0	0	0	0	0	0	0	0	0.00062	0	0	0.08272	0	0	0	0	0	0	0	0.00148	0.07377	0.0017	0	0	0	0	0	0	0.11606	0	0.00367	0	0
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Holdemania|s__Holdemania_filiformis	0	0.00724	0.00735	0.02807	0.01657	0.02253	0.03437	0	0.00568	0	0	0.00827	0	0	0.02743	0.01088	0	0.03825	0.03531	0	0.04714	0	0	0.22891	0.15014	0.0099	0	0	0.01272	0.00076	0.03902	0.0892	0.14697	0	0.07993	0.04116	0.02404	0	0.00319	0	0	0.05733	0.03529	0.0282	0	0.01388	0	0.01189	0	0	0.00576	0.03231	0	0	0.0505	0	0	0.0297	0	0	0	0	0	0.01274	0.02283	0	0.01208	0.03628	0.01181	0	0	0.02035	0	0.03124	0.0061	0.00163	0	0.0016	0	0	0	0	0.02855	0	0.0073	0.03301	0.02622	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Blautia|s__Blautia_hydrogenotrophica	0	0.00694	0	0	0	0	0.02448	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.29808	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00254	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01106	0	0	0.00143	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00376	0	0	0.00464	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Coriobacteriales|f__Coriobacteriaceae|g__Gordonibacter|s__Gordonibacter_pamelaeae	0	0.00515	0.00056	0	0.04951	0	0	0	0	0.0028	0	0	0	0	0.00993	0	0	0	0.00645	0	0	0.00173	0	0.20355	0	0	0	0	0	0	0	0.04178	0	0	0	0	0.02414	0.02111	0	0	0	0.00725	0	0	0.01215	0.02657	0.00371	0	0.00631	0	0	0	0.00322	0	0	0	0	0	0	0	0	0	0	0	0	0.00366	0	0	0	0	0	0	0	0.00836	0.1628	0	0	0.03425	0.00051	0.0011	0	0	0	0	0	0.00598	0	0	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacteriales|f__Enterobacteriaceae|g__Proteus|s__Proteus_unclassified	0	0.00458	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__Clostridium|s__Clostridium_leptum	0	0.00285	0	0.11347	0.01733	0.09943	0.01236	0	0	0	0.20828	0.01159	0	0	0.00722	0	0	0.05353	0.9662	0.1111	0.1462	0	0	0.02033	0.00158	0.1272	0	0	0.02316	0.12191	0	0.00178	0	0	0	0	0.00322	0.01167	0.00134	0.15773	0	0.03822	0.05781	0.45534	0	0.00479	0	0.00098	0.25304	0.0763	0.02894	0.01083	0	0.04227	0	0.00209	0	0	0.00139	0	0	0	0.02429	0.00365	0	0.37726	0.01105	0.07621	0.03032	0.00293	0	0.00565	2.51287	0.28189	0.00381	0	0	0.00136	0	0	0.00133	0	0.02816	0.00725	0.00169	0	0.0834	0	0
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Erysipelotrichaceae_noname|s__Erysipelotrichaceae_bacterium_6_1_45	0	0.00259	0	0	0	0	0	0.01039	0.0004	0.00289	0	0	0	0	0.0004	0	0	0	0	0	0	0.00595	0	0	0.00534	0	0	0.00205	0	0	0	0	0.00264	0	0	0	0	0	0	0.1877	0.05252	0.00428	0.00099	0	0.00175	0	0	0	0	0.00024	0	0	0	0	0	0	0	0	0	0	0	0.00123	0	0	0	0	0	0	0	0	0	0	0	0.00483	0.01898	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Erysipelotrichaceae_noname|s__Eubacterium_cylindroides	0	0.0021	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00015	0.04934	0	0	0.09429	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00118	0	0.03029	0	0	0	0.00109	0.12765	0	0	0	0	0.02577	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.06008	0	0	0	0	0	0	0.00486	0	0	0	0
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Erysipelotrichaceae_noname|s__Erysipelotrichaceae_bacterium_2_2_44A	0	0.00106	0.00289	0	0.00146	0	0	0.01527	0	0	0	0	0	0	0	0	0.00371	0	0	0	0	0.00083	0	0.0006	0	0	0.0011	0.00501	0	0	0.00076	0.00322	0.00761	0	0	0	0	0	0	0.00202	0.02964	0	0.00189	0	0	0	0	0	0.00028	0	0	0	0	0.0046	0	0	0.00668	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.03313	0	0	0	0	0	0	0.00103	0	0	0	0.00223	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Ruminococcaceae_noname|s__Ruminococcaceae_bacterium_D16	0	0.00065	0	0.00016	0.00443	0	0.01741	0	0	0	0.0158	0	0	0	0	0	0	0.04704	0	0	0	0.00077	0	0.01043	0	0.01599	0	0	0	0.0579	0	0	0	0	0	0	0	0	0	0.00082	0	0.48676	0.27062	0.18776	0	0	0	0	0	0.01174	0.00848	0	0.93612	0	0.01655	0	0	0	0	0	0	0	0	0	0.01364	0.00079	0	0	0	0	0	0	0	0	0.00232	0.00051	0	0.06478	0	0	0.00023	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Eubacteriaceae|g__Eubacterium|s__Eubacterium_sp_3_1_31	0	0.00034	0	0	0	0	0	0	0	0	0	0	0.01149	0	0.00771	0	0	0	0	0	0	0.00672	0	0.10019	0.00221	0	0	0.67134	0	0	0.06467	0	0	0	0	0.01153	0	0	0	1.28523	0	0	0.00334	0	0	0	0	0	0	0	0.00076	0.08935	0.01029	0	0	0	0	0	0.00776	0	0	0	0	0	0	0.05195	0	0.04235	0	1.26151	0	0	0	0	0	0.02447	0	0	0	0	0	0	0	0	0.00435	0	0	0	0
